Rank,Name,Number,Gender,Year
59,ALEX,158,Male,2006
59,ANNABELLE,123,Female,2006
60,AIDAN,156,Male,2006
60,MACKENZIE,119,Female,2006
61,AIDEN,153,Male,2006
61,KATE,118,Female,2006
62,KAI,149,Male,2006
62,ABIGAIL,116,Female,2006
63,SETH,148,Male,2006
63,KIARA,116,Female,2006
64,DAVID,146,Male,2006
64,CLAIRE,113,Female,2006
65,HENRY,144,Male,2006
65,ZARA,113,Female,2006
66,ASHTON,143,Male,2006
66,ASHLEY,112,Female,2006
67,JUSTIN,143,Male,2006
67,STEPHANIE,109,Female,2006
68,CHARLES,142,Male,2006
68,ELIZA,108,Female,2006
69,JONATHAN,141,Male,2006
69,ISABEL,108,Female,2006
70,BRODIE,139,Male,2006
70,AMBER,107,Female,2006
71,SEAN,139,Male,2006
71,SCARLETT,106,Female,2006
72,CALLUM,137,Male,2006
72,CLAUDIA,100,Female,2006
73,HAMISH,137,Male,2006
73,MAKAYLA,100,Female,2006
74,CODY,136,Male,2006
74,ALANA,99,Female,2006
75,GEORGE,135,Male,2006
75,BRIANNA,99,Female,2006
76,HUNTER,134,Male,2006
76,JORJA,99,Female,2006
77,BRAYDEN,132,Male,2006
77,BIANCA,98,Female,2006
78,DOMINIC,132,Male,2006
78,ERIN,98,Female,2006
79,LUCA,132,Male,2006
79,ANNA,97,Female,2006
80,JOHN,130,Male,2006
80,MADELEINE,96,Female,2006
81,XAVIER,128,Male,2006
81,RACHEL,94,Female,2006
82,AARON,127,Male,2006
82,ABBY,93,Female,2006
83,PETER,126,Male,2006
83,KATIE,93,Female,2006
84,DARCY,123,Male,2006
84,LAYLA,92,Female,2006
85,JEREMY,118,Male,2006
85,EBONY,91,Female,2006
86,BEAU,115,Male,2006
86,KAITLYN,91,Female,2006
87,ZAC,113,Male,2006
87,SOFIA,90,Female,2006
88,BROCK,112,Male,2006
88,GABRIELLE,89,Female,2006
89,JAMIE,111,Male,2006
89,GEMMA,89,Female,2006
90,ALI,109,Male,2006
90,NATASHA,89,Female,2006
91,SAM,109,Male,2006
91,TARA,89,Female,2006
92,JAI,108,Male,2006
92,CHARLI,87,Female,2006
93,ELIJAH,106,Male,2006
93,STELLA,86,Female,2006
94,TRISTAN,106,Male,2006
94,ALICE,84,Female,2006
95,ZANE,105,Male,2006
95,SKYE,84,Female,2006
96,MASON,103,Male,2006
96,GABRIELLA,83,Female,2006
97,OWEN,102,Male,2006
97,MADELINE,81,Female,2006
98,FLYNN,101,Male,2006
98,REBECCA,81,Female,2006
99,RHYS,101,Male,2006
99,CHARLIZE,80,Female,2006
100,LEVI,100,Male,2006
100,TIANA,79,Female,2006
1,JACK,951,Male,2005
1,EMILY,592,Female,2005
2,LACHLAN,781,Male,2005
2,OLIVIA,592,Female,2005
3,WILLIAM,740,Male,2005
3,CHARLOTTE,590,Female,2005
4,JOSHUA,734,Male,2005
4,CHLOE,560,Female,2005
5,THOMAS,700,Male,2005
5,ELLA,545,Female,2005
6,JAMES,606,Male,2005
6,JESSICA,523,Female,2005
7,DANIEL,552,Male,2005
7,ISABELLA,516,Female,2005
8,RYAN,552,Male,2005
8,SOPHIE,464,Female,2005
9,ETHAN,505,Male,2005
9,MIA,398,Female,2005
10,MATTHEW,505,Male,2005
10,GRACE,386,Female,2005
11,SAMUEL,495,Male,2005
11,EMMA,374,Female,2005
12,LUKE,472,Male,2005
12,SARAH,374,Female,2005
13,NICHOLAS,467,Male,2005
13,HANNAH,346,Female,2005
14,BENJAMIN,466,Male,2005
14,SIENNA,346,Female,2005
15,LIAM,466,Male,2005
15,LILY,332,Female,2005
16,NOAH,466,Male,2005
16,AMELIA,330,Female,2005
17,JACOB,441,Male,2005
17,GEORGIA,325,Female,2005
18,ALEXANDER,431,Male,2005
18,ZOE,301,Female,2005
19,DYLAN,405,Male,2005
19,JASMINE,293,Female,2005
20,RILEY,379,Male,2005
20,RUBY,290,Female,2005
21,COOPER,362,Male,2005
21,HAYLEY,277,Female,2005
22,OLIVER,359,Male,2005
22,AVA,232,Female,2005
23,JAYDEN,338,Male,2005
23,JADE,231,Female,2005
24,HARRISON,323,Male,2005
24,CAITLIN,215,Female,2005
25,JAKE,312,Male,2005
25,LUCY,214,Female,2005
26,MAX,310,Male,2005
26,SOPHIA,209,Female,2005
27,BAILEY,307,Male,2005
27,MADISON,205,Female,2005
28,CONNOR,286,Male,2005
28,HOLLY,198,Female,2005
29,JORDAN,279,Male,2005
29,CHELSEA,197,Female,2005
30,BLAKE,276,Male,2005
30,MADDISON,194,Female,2005
31,MICHAEL,276,Male,2005
31,LARA,184,Female,2005
32,JOSEPH,275,Male,2005
32,MOLLY,172,Female,2005
33,ADAM,267,Male,2005
33,SAMANTHA,171,Female,2005
34,ZACHARY,263,Male,2005
34,ALYSSA,166,Female,2005
35,ISAAC,254,Male,2005
35,AMY,166,Female,2005
36,NATHAN,254,Male,2005
36,PAIGE,165,Female,2005
37,MITCHELL,248,Male,2005
37,ISABELLE,162,Female,2005
38,JACKSON,238,Male,2005
38,ALEXANDRA,159,Female,2005
39,CHARLIE,237,Male,2005
39,LAUREN,157,Female,2005
40,PATRICK,225,Male,2005
40,TAHLIA,155,Female,2005
41,HAYDEN,218,Male,2005
41,ELIZABETH,153,Female,2005
42,CAMERON,217,Male,2005
42,ABBEY,152,Female,2005
43,ANTHONY,215,Male,2005
43,BELLA,149,Female,2005
44,OSCAR,215,Male,2005
44,LAURA,148,Female,2005
45,ANGUS,212,Male,2005
45,ASHLEY,139,Female,2005
46,HARRY,212,Male,2005
46,KAYLA,137,Female,2005
47,LOGAN,211,Male,2005
47,NATALIE,136,Female,2005
48,TYLER,211,Male,2005
48,IMOGEN,135,Female,2005
49,ANDREW,202,Male,2005
49,KIARA,128,Female,2005
50,CHRISTIAN,191,Male,2005
50,PHOEBE,124,Female,2005
51,CALEB,184,Male,2005
51,CLAUDIA,122,Female,2005
52,LUCAS,184,Male,2005
52,TARA,122,Female,2005
53,ALEX,172,Male,2005
53,MATILDA,120,Female,2005
54,CHRISTOPHER,170,Male,2005
54,ANGELINA,119,Female,2005
55,JOEL,165,Male,2005
55,BIANCA,119,Female,2005
56,JESSE,164,Male,2005
56,ELLIE,117,Female,2005
57,SEBASTIAN,162,Male,2005
57,MIKAYLA,115,Female,2005
58,AIDAN,161,Male,2005
58,STEPHANIE,115,Female,2005
59,BRAYDEN,151,Male,2005
59,ABIGAIL,114,Female,2005
60,AARON,148,Male,2005
60,NATASHA,113,Female,2005
61,AIDEN,148,Male,2005
61,ANNA,111,Female,2005
62,CODY,140,Male,2005
62,JORJA,111,Female,2005
63,DOMINIC,140,Male,2005
63,SUMMER,111,Female,2005
64,HENRY,140,Male,2005
64,LILLY,110,Female,2005
65,MARCUS,136,Male,2005
65,MACKENZIE,110,Female,2005
66,JUSTIN,135,Male,2005
66,ZARA,110,Female,2005
67,GEORGE,134,Male,2005
67,AMBER,107,Female,2005
68,TOBY,133,Male,2005
68,BROOKE,107,Female,2005
69,ASHTON,132,Male,2005
69,KATE,107,Female,2005
70,JOHN,128,Male,2005
70,REBECCA,103,Female,2005
71,DAVID,127,Male,2005
71,ABBY,102,Female,2005
72,MASON,127,Male,2005
72,MAYA,102,Female,2005
73,CALLUM,126,Male,2005
73,SKYE,102,Female,2005
74,ALI,125,Male,2005
74,ALICIA,101,Female,2005
75,DECLAN,124,Male,2005
75,ELIZA,100,Female,2005
76,SETH,122,Male,2005
76,ERIN,100,Female,2005
77,XAVIER,122,Male,2005
77,TAYLOR,100,Female,2005
78,TIMOTHY,117,Male,2005
78,EVA,99,Female,2005
79,PETER,116,Male,2005
79,SOFIA,99,Female,2005
80,ZAC,116,Male,2005
80,VICTORIA,97,Female,2005
81,KYLE,115,Male,2005
81,BRIANNA,95,Female,2005
82,ELIJAH,114,Male,2005
82,TAYLA,94,Female,2005
83,JONATHAN,114,Male,2005
83,MAKAYLA,93,Female,2005
84,JETT,113,Male,2005
84,GABRIELLE,91,Female,2005
85,KAI,110,Male,2005
85,TIANA,91,Female,2005
86,FINN,109,Male,2005
86,EBONY,89,Female,2005
87,JAI,109,Male,2005
87,ASHLEIGH,88,Female,2005
88,ZANE,109,Male,2005
88,RACHEL,88,Female,2005
89,CHARLES,107,Male,2005
89,LAYLA,87,Female,2005
90,LUCA,107,Male,2005
90,SCARLETT,87,Female,2005
91,JASON,106,Male,2005
91,TAYLAH,87,Female,2005
92,SAM,105,Male,2005
92,ANNABELLE,85,Female,2005
93,BRANDON,103,Male,2005
93,MONIQUE,84,Female,2005
94,HUNTER,102,Male,2005
94,ALICE,83,Female,2005
95,DARCY,100,Male,2005
95,MADELINE,83,Female,2005
96,KYE,99,Male,2005
96,ALANA,82,Female,2005
97,OWEN,99,Male,2005
97,CLAIRE,82,Female,2005
98,HAMISH,97,Male,2005
98,GEMMA,82,Female,2005
99,SEAN,97,Male,2005
99,MARIAM,82,Female,2005
100,GABRIEL,95,Male,2005
100,TALIA,81,Female,2005
1,JACK,837,Male,2004
1,EMILY,622,Female,2004
2,JOSHUA,795,Male,2004
2,OLIVIA,531,Female,2004
3,LACHLAN,759,Male,2004
3,CHLOE,527,Female,2004
4,THOMAS,735,Male,2004
4,JESSICA,523,Female,2004
5,WILLIAM,659,Male,2004
5,SOPHIE,504,Female,2004
6,JAMES,600,Male,2004
6,CHARLOTTE,503,Female,2004
7,ETHAN,580,Male,2004
7,ISABELLA,477,Female,2004
8,RYAN,551,Male,2004
8,ELLA,464,Female,2004
9,DANIEL,545,Male,2004
9,EMMA,391,Female,2004
10,SAMUEL,535,Male,2004
10,GRACE,384,Female,2004
11,NICHOLAS,500,Male,2004
11,SARAH,375,Female,2004
12,LUKE,487,Male,2004
12,MIA,374,Female,2004
13,MATTHEW,480,Male,2004
13,HANNAH,364,Female,2004
14,BENJAMIN,463,Male,2004
14,JASMINE,333,Female,2004
15,LIAM,456,Male,2004
15,GEORGIA,332,Female,2004
16,JACOB,440,Male,2004
16,LILY,319,Female,2004
17,ALEXANDER,407,Male,2004
17,ZOE,257,Female,2004
18,DYLAN,383,Male,2004
18,AMELIA,252,Female,2004
19,RILEY,383,Male,2004
19,HAYLEY,246,Female,2004
20,JAKE,351,Male,2004
20,RUBY,231,Female,2004
21,JAYDEN,343,Male,2004
21,HOLLY,217,Female,2004
22,HARRISON,326,Male,2004
22,MADISON,217,Female,2004
23,BAILEY,323,Male,2004
23,JADE,216,Female,2004
24,COOPER,321,Male,2004
24,MADDISON,216,Female,2004
25,OLIVER,320,Male,2004
25,ALYSSA,207,Female,2004
26,CONNOR,307,Male,2004
26,CAITLIN,205,Female,2004
27,NATHAN,302,Male,2004
27,LARA,191,Female,2004
28,MICHAEL,297,Male,2004
28,AMY,189,Female,2004
29,MAX,294,Male,2004
29,PAIGE,184,Female,2004
30,NOAH,290,Male,2004
30,LUCY,179,Female,2004
31,JORDAN,275,Male,2004
31,SOPHIA,176,Female,2004
32,JACKSON,264,Male,2004
32,TAHLIA,174,Female,2004
33,BLAKE,260,Male,2004
33,SAMANTHA,172,Female,2004
34,ZACHARY,260,Male,2004
34,CHELSEA,171,Female,2004
35,ISAAC,257,Male,2004
35,MOLLY,162,Female,2004
36,JOSEPH,239,Male,2004
36,LAUREN,161,Female,2004
37,CAMERON,235,Male,2004
37,ELIZABETH,153,Female,2004
38,HARRY,229,Male,2004
38,ABBEY,150,Female,2004
39,ADAM,221,Male,2004
39,PHOEBE,147,Female,2004
40,PATRICK,221,Male,2004
40,BROOKE,144,Female,2004
41,HAYDEN,206,Male,2004
41,IMOGEN,143,Female,2004
42,OSCAR,206,Male,2004
42,LAURA,139,Female,2004
43,JOEL,204,Male,2004
43,BIANCA,135,Female,2004
44,ANGUS,203,Male,2004
44,NATALIE,135,Female,2004
45,ANDREW,199,Male,2004
45,KAYLA,134,Female,2004
46,MITCHELL,199,Male,2004
46,SIENNA,132,Female,2004
47,ANTHONY,195,Male,2004
47,AMBER,129,Female,2004
48,TYLER,184,Male,2004
48,ASHLEY,129,Female,2004
49,AARON,178,Male,2004
49,STEPHANIE,128,Female,2004
50,CHRISTOPHER,174,Male,2004
50,GABRIELLE,127,Female,2004
51,CALEB,172,Male,2004
51,ANGELINA,126,Female,2004
52,CHARLIE,172,Male,2004
52,MIKAYLA,126,Female,2004
53,SEBASTIAN,163,Male,2004
53,CLAUDIA,125,Female,2004
54,LOGAN,158,Male,2004
54,BRIANNA,122,Female,2004
55,CODY,157,Male,2004
55,RACHEL,122,Female,2004
56,JESSE,153,Male,2004
56,MACKENZIE,121,Female,2004
57,ALEX,150,Male,2004
57,AVA,120,Female,2004
58,CHRISTIAN,147,Male,2004
58,ANNA,119,Female,2004
59,ASHTON,146,Male,2004
59,TAYLAH,117,Female,2004
60,CALLUM,141,Male,2004
60,ISABELLE,116,Female,2004
61,DAVID,141,Male,2004
61,NATASHA,113,Female,2004
62,JUSTIN,140,Male,2004
62,TARA,111,Female,2004
63,AIDAN,139,Male,2004
63,KATE,110,Female,2004
64,GEORGE,137,Male,2004
64,ALEXANDRA,109,Female,2004
65,AIDEN,135,Male,2004
65,ELIZA,109,Female,2004
66,ZAC,134,Male,2004
66,ERIN,109,Female,2004
67,LUCAS,133,Male,2004
67,ASHLEIGH,108,Female,2004
68,HAMISH,132,Male,2004
68,PARIS,105,Female,2004
69,PETER,132,Male,2004
69,ABBY,98,Female,2004
70,JOHN,131,Male,2004
70,JORJA,98,Female,2004
71,MARCUS,128,Male,2004
71,ABIGAIL,96,Female,2004
72,HENRY,126,Male,2004
72,CLAIRE,96,Female,2004
73,FLYNN,125,Male,2004
73,ELLIE,96,Female,2004
74,BRANDON,123,Male,2004
74,MAYA,96,Female,2004
75,BROCK,122,Male,2004
75,KIARA,94,Female,2004
76,BRAYDEN,121,Male,2004
76,REBECCA,93,Female,2004
77,EDWARD,117,Male,2004
77,TAYLOR,92,Female,2004
78,CHARLES,116,Male,2004
78,TAYLA,91,Female,2004
79,JASON,116,Male,2004
79,ANNABELLE,90,Female,2004
80,KYLE,116,Male,2004
80,EBONY,90,Female,2004
81,JEREMY,112,Male,2004
81,MATILDA,89,Female,2004
82,DECLAN,111,Male,2004
82,VICTORIA,88,Female,2004
83,JONATHAN,111,Male,2004
83,ALANA,86,Female,2004
84,DOMINIC,107,Male,2004
84,ZARA,86,Female,2004
85,ALI,106,Male,2004
85,KAITLYN,85,Female,2004
86,COREY,105,Male,2004
86,LILLY,85,Female,2004
87,ELIJAH,105,Male,2004
87,JORDAN,84,Female,2004
88,TOBY,105,Male,2004
88,ALICIA,81,Female,2004
89,XAVIER,103,Male,2004
89,CAITLYN,79,Female,2004
90,GABRIEL,100,Male,2004
90,SOFIA,79,Female,2004
91,ZANE,100,Male,2004
91,MEGAN,78,Female,2004
92,BRENDAN,98,Male,2004
92,TIANA,77,Female,2004
93,SAM,98,Male,2004
93,SCARLETT,76,Female,2004
94,DARCY,97,Male,2004
94,COURTNEY,75,Female,2004
95,JAMIE,96,Male,2004
95,LAYLA,75,Female,2004
96,JAI,95,Male,2004
96,MADELINE,75,Female,2004
97,LEVI,94,Male,2004
97,MONIQUE,74,Female,2004
98,TIMOTHY,94,Male,2004
98,BELLA,73,Female,2004
99,BEN,93,Male,2004
99,GEMMA,73,Female,2004
100,BEAU,92,Male,2004
100,BETHANY,72,Female,2004
1,JACK,889,Male,2003
1,EMILY,695,Female,2003
2,JOSHUA,859,Male,2003
2,JESSICA,592,Female,2003
3,LACHLAN,764,Male,2003
3,CHLOE,551,Female,2003
4,THOMAS,694,Male,2003
4,OLIVIA,551,Female,2003
5,WILLIAM,678,Male,2003
5,ISABELLA,482,Female,2003
6,JAMES,644,Male,2003
6,SARAH,453,Female,2003
7,DANIEL,626,Male,2003
7,EMMA,421,Female,2003
8,ETHAN,625,Male,2003
8,GEORGIA,418,Female,2003
9,BENJAMIN,582,Male,2003
9,ELLA,411,Female,2003
10,SAMUEL,552,Male,2003
10,GRACE,408,Female,2003
11,MATTHEW,544,Male,2003
11,SOPHIE,406,Female,2003
12,NICHOLAS,530,Male,2003
12,CHARLOTTE,396,Female,2003
13,LUKE,500,Male,2003
13,HANNAH,381,Female,2003
14,LIAM,496,Male,2003
14,MIA,324,Female,2003
15,RYAN,479,Male,2003
15,ZOE,303,Female,2003
16,DYLAN,442,Male,2003
16,LILY,301,Female,2003
17,JACOB,439,Male,2003
17,JASMINE,270,Female,2003
18,JAYDEN,400,Male,2003
18,HAYLEY,266,Female,2003
19,JORDAN,394,Male,2003
19,HOLLY,242,Female,2003
20,ALEXANDER,387,Male,2003
20,AMELIA,231,Female,2003
21,HARRISON,346,Male,2003
21,JADE,228,Female,2003
22,RILEY,342,Male,2003
22,CAITLIN,224,Female,2003
23,CONNOR,334,Male,2003
23,RUBY,224,Female,2003
24,MITCHELL,314,Male,2003
24,MADDISON,215,Female,2003
25,JAKE,306,Male,2003
25,MADISON,210,Female,2003
26,MICHAEL,306,Male,2003
26,LARA,208,Female,2003
27,MAX,301,Male,2003
27,AMY,204,Female,2003
28,BAILEY,298,Male,2003
28,LAUREN,203,Female,2003
29,JACKSON,297,Male,2003
29,LUCY,203,Female,2003
30,ADAM,294,Male,2003
30,CHELSEA,190,Female,2003
31,CAMERON,285,Male,2003
31,ALYSSA,186,Female,2003
32,NOAH,284,Male,2003
32,ELIZABETH,183,Female,2003
33,COOPER,271,Male,2003
33,PAIGE,183,Female,2003
34,NATHAN,264,Male,2003
34,SAMANTHA,176,Female,2003
35,BLAKE,263,Male,2003
35,BROOKE,163,Female,2003
36,OLIVER,261,Male,2003
36,STEPHANIE,162,Female,2003
37,JOSEPH,255,Male,2003
37,LAURA,160,Female,2003
38,ZACHARY,255,Male,2003
38,CLAUDIA,159,Female,2003
39,PATRICK,253,Male,2003
39,ALEXANDRA,158,Female,2003
40,ANDREW,234,Male,2003
40,IMOGEN,154,Female,2003
41,ANGUS,233,Male,2003
41,SOPHIA,154,Female,2003
42,HAYDEN,232,Male,2003
42,ABBEY,149,Female,2003
43,CHRISTOPHER,229,Male,2003
43,TAHLIA,149,Female,2003
44,HARRY,210,Male,2003
44,RACHEL,143,Female,2003
45,ANTHONY,209,Male,2003
45,BIANCA,140,Female,2003
46,ISAAC,201,Male,2003
46,BRIANNA,140,Female,2003
47,JOEL,201,Male,2003
47,ASHLEIGH,137,Female,2003
48,TYLER,185,Male,2003
48,ASHLEY,137,Female,2003
49,SEBASTIAN,184,Male,2003
49,NATALIE,137,Female,2003
50,AARON,182,Male,2003
50,ERIN,135,Female,2003
51,OSCAR,181,Male,2003
51,TARA,134,Female,2003
52,CALEB,173,Male,2003
52,ISABELLE,131,Female,2003
53,LOGAN,166,Male,2003
53,KAYLA,129,Female,2003
54,AIDAN,163,Male,2003
54,MOLLY,129,Female,2003
55,KYLE,158,Male,2003
55,COURTNEY,126,Female,2003
56,ALEX,153,Male,2003
56,NATASHA,126,Female,2003
57,JOHN,153,Male,2003
57,CLAIRE,124,Female,2003
58,BRANDON,149,Male,2003
58,PARIS,122,Female,2003
59,CHRISTIAN,147,Male,2003
59,PHOEBE,122,Female,2003
60,PETER,145,Male,2003
60,ANNA,117,Female,2003
61,CALLUM,143,Male,2003
61,GABRIELLE,114,Female,2003
62,JUSTIN,143,Male,2003
62,EBONY,113,Female,2003
63,CHARLIE,142,Male,2003
63,REBECCA,111,Female,2003
64,JESSE,142,Male,2003
64,AMBER,108,Female,2003
65,LUCAS,142,Male,2003
65,MONIQUE,107,Female,2003
66,DAVID,138,Male,2003
66,ANGELINA,101,Female,2003
67,CODY,133,Male,2003
67,MIKAYLA,101,Female,2003
68,MARCUS,133,Male,2003
68,TAYLAH,101,Female,2003
69,BROCK,131,Male,2003
69,KATE,100,Female,2003
70,GEORGE,128,Male,2003
70,ELIZA,99,Female,2003
71,DECLAN,126,Male,2003
71,GEMMA,99,Female,2003
72,JONATHAN,126,Male,2003
72,ANNABELLE,98,Female,2003
73,HAMISH,125,Male,2003
73,VICTORIA,98,Female,2003
74,AIDEN,120,Male,2003
74,MAYA,96,Female,2003
75,ALI,118,Male,2003
75,ALANA,95,Female,2003
76,BRADLEY,118,Male,2003
76,MACKENZIE,95,Female,2003
77,JASON,117,Male,2003
77,KIARA,94,Female,2003
78,JEREMY,117,Male,2003
78,MADELEINE,94,Female,2003
79,KAI,113,Male,2003
79,ANGELA,91,Female,2003
80,BEN,112,Male,2003
80,AVA,91,Female,2003
81,ZAC,111,Male,2003
81,JORJA,91,Female,2003
82,SEAN,107,Male,2003
82,TIANA,91,Female,2003
83,BRODIE,106,Male,2003
83,JACINTA,90,Female,2003
84,CHARLES,106,Male,2003
84,JORDAN,90,Female,2003
85,ELIJAH,106,Male,2003
85,TAYLA,90,Female,2003
86,TIMOTHY,106,Male,2003
86,ELLIE,88,Female,2003
87,RHYS,105,Male,2003
87,JEMMA,88,Female,2003
88,TOBY,105,Male,2003
88,JENNIFER,88,Female,2003
89,FLYNN,103,Male,2003
89,MADELINE,87,Female,2003
90,MASON,103,Male,2003
90,KAITLYN,85,Female,2003
91,COREY,99,Male,2003
91,SIENNA,84,Female,2003
92,ADRIAN,96,Male,2003
92,LILLIAN,82,Female,2003
93,DOMINIC,96,Male,2003
93,LILLY,82,Female,2003
94,OWEN,96,Male,2003
94,TAYLOR,82,Female,2003
95,ROBERT,96,Male,2003
95,ABIGAIL,78,Female,2003
96,SETH,94,Male,2003
96,BETHANY,78,Female,2003
97,BRAYDEN,93,Male,2003
97,BRONTE,78,Female,2003
98,BRENDAN,92,Male,2003
98,ALICIA,77,Female,2003
99,TYSON,92,Male,2003
99,CAITLYN,76,Female,2003
100,DARCY,91,Male,2003
100,CHRISTINA,75,Female,2003
1,JOSHUA,1008,Male,2002
1,EMILY,675,Female,2002
2,JACK,845,Male,2002
2,JESSICA,633,Female,2002
3,LACHLAN,841,Male,2002
3,CHLOE,578,Female,2002
4,THOMAS,692,Male,2002
4,ISABELLA,503,Female,2002
5,ETHAN,658,Male,2002
5,SARAH,478,Female,2002
6,NICHOLAS,626,Male,2002
6,OLIVIA,474,Female,2002
7,JAMES,616,Male,2002
7,SOPHIE,463,Female,2002
8,DANIEL,613,Male,2002
8,GEORGIA,453,Female,2002
9,BENJAMIN,608,Male,2002
9,HANNAH,405,Female,2002
10,WILLIAM,602,Male,2002
10,GRACE,404,Female,2002
11,MATTHEW,563,Male,2002
11,ELLA,383,Female,2002
12,LIAM,554,Male,2002
12,EMMA,341,Female,2002
13,LUKE,530,Male,2002
13,JASMINE,328,Female,2002
14,SAMUEL,506,Male,2002
14,CHARLOTTE,315,Female,2002
15,JACOB,458,Male,2002
15,CAITLIN,292,Female,2002
16,DYLAN,448,Male,2002
16,LAUREN,264,Female,2002
17,RYAN,438,Male,2002
17,JADE,259,Female,2002
18,JAYDEN,419,Male,2002
18,AMY,246,Female,2002
19,ALEXANDER,402,Male,2002
19,ZOE,243,Female,2002
20,JORDAN,395,Male,2002
20,MADDISON,230,Female,2002
21,MICHAEL,357,Male,2002
21,MIA,228,Female,2002
22,NATHAN,350,Male,2002
22,HOLLY,221,Female,2002
23,RILEY,335,Male,2002
23,LILY,220,Female,2002
24,CONNOR,329,Male,2002
24,MADISON,217,Female,2002
25,HARRISON,327,Male,2002
25,LARA,215,Female,2002
26,JAKE,311,Male,2002
26,HAYLEY,212,Female,2002
27,BLAKE,299,Male,2002
27,SAMANTHA,210,Female,2002
28,MITCHELL,295,Male,2002
28,CHELSEA,204,Female,2002
29,BAILEY,288,Male,2002
29,ALYSSA,203,Female,2002
30,ZACHARY,286,Male,2002
30,RUBY,194,Female,2002
31,JACKSON,277,Male,2002
31,LUCY,191,Female,2002
32,ADAM,275,Male,2002
32,LAURA,190,Female,2002
33,CAMERON,273,Male,2002
33,AMELIA,182,Female,2002
34,NOAH,264,Male,2002
34,STEPHANIE,182,Female,2002
35,COOPER,258,Male,2002
35,ALEXANDRA,171,Female,2002
36,ANDREW,255,Male,2002
36,ELIZABETH,169,Female,2002
37,JOSEPH,249,Male,2002
37,ABBEY,166,Female,2002
38,PATRICK,247,Male,2002
38,KAYLA,163,Female,2002
39,MAX,240,Male,2002
39,CLAUDIA,159,Female,2002
40,OLIVER,232,Male,2002
40,BROOKE,155,Female,2002
41,ANGUS,228,Male,2002
41,BRIANNA,153,Female,2002
42,ANTHONY,226,Male,2002
42,NATALIE,153,Female,2002
43,JOEL,224,Male,2002
43,PAIGE,151,Female,2002
44,HARRY,222,Male,2002
44,REBECCA,150,Female,2002
45,CHRISTOPHER,218,Male,2002
45,ASHLEY,146,Female,2002
46,HAYDEN,213,Male,2002
46,PHOEBE,145,Female,2002
47,KYLE,196,Male,2002
47,TAHLIA,145,Female,2002
48,ISAAC,192,Male,2002
48,COURTNEY,142,Female,2002
49,AARON,187,Male,2002
49,GABRIELLE,142,Female,2002
50,TYLER,179,Male,2002
50,ANNA,141,Female,2002
51,CALEB,175,Male,2002
51,TAYLAH,141,Female,2002
52,DAVID,172,Male,2002
52,ASHLEIGH,138,Female,2002
53,AIDAN,170,Male,2002
53,ERIN,137,Female,2002
54,ALEX,170,Male,2002
54,BIANCA,136,Female,2002
55,CALLUM,164,Male,2002
55,SOPHIA,136,Female,2002
56,SEBASTIAN,163,Male,2002
56,EBONY,135,Female,2002
57,JOHN,155,Male,2002
57,TARA,131,Female,2002
58,CODY,145,Male,2002
58,TAYLA,130,Female,2002
59,TIMOTHY,145,Male,2002
59,AMBER,129,Female,2002
60,BRANDON,140,Male,2002
60,ISABELLE,127,Female,2002
61,SEAN,140,Male,2002
61,NATASHA,127,Female,2002
62,CHRISTIAN,139,Male,2002
62,MOLLY,126,Female,2002
63,JASON,139,Male,2002
63,KATE,124,Female,2002
64,COREY,137,Male,2002
64,MIKAYLA,122,Female,2002
65,ZAC,136,Male,2002
65,RACHEL,122,Female,2002
66,LUCAS,134,Male,2002
66,KIARA,118,Female,2002
67,JEREMY,132,Male,2002
67,ALICIA,117,Female,2002
68,JONATHAN,131,Male,2002
68,TAYLOR,117,Female,2002
69,DECLAN,128,Male,2002
69,MADELINE,115,Female,2002
70,JUSTIN,128,Male,2002
70,MONIQUE,113,Female,2002
71,AIDEN,127,Male,2002
71,ANGELA,104,Female,2002
72,JESSE,127,Male,2002
72,MACKENZIE,103,Female,2002
73,GEORGE,124,Male,2002
73,MADELEINE,103,Female,2002
74,LOGAN,123,Male,2002
74,VICTORIA,103,Female,2002
75,OSCAR,123,Male,2002
75,CLAIRE,102,Female,2002
76,PETER,123,Male,2002
76,DANIELLE,102,Female,2002
77,MARCUS,120,Male,2002
77,TIANA,102,Female,2002
78,BRADLEY,118,Male,2002
78,IMOGEN,101,Female,2002
79,BRAYDEN,116,Male,2002
79,ABBY,99,Female,2002
80,HENRY,114,Male,2002
80,ALANA,98,Female,2002
81,ALI,113,Male,2002
81,KATIE,97,Female,2002
82,BEN,109,Male,2002
82,JORDAN,95,Female,2002
83,DARCY,105,Male,2002
83,JULIA,94,Female,2002
84,BRENDAN,103,Male,2002
84,SHAKIRA,93,Female,2002
85,CHARLIE,103,Male,2002
85,JEMMA,91,Female,2002
86,DOMINIC,101,Male,2002
86,PARIS,91,Female,2002
87,HAMISH,98,Male,2002
87,MAYA,87,Female,2002
88,RHYS,98,Male,2002
88,BETHANY,85,Female,2002
89,CHARLES,97,Male,2002
89,KAITLYN,84,Female,2002
90,EDWARD,97,Male,2002
90,ABIGAIL,83,Female,2002
91,GABRIEL,96,Male,2002
91,JENNIFER,82,Female,2002
92,SAM,94,Male,2002
92,ANNABELLE,81,Female,2002
93,FLYNN,93,Male,2002
93,ELIZA,80,Female,2002
94,JAMIE,93,Male,2002
94,NICOLE,79,Female,2002
95,ROBERT,93,Male,2002
95,ALICE,78,Female,2002
